GEOID_2019,ST_ABBREV,TURBZNAME,TURBZCODE,TLIFENAME,TLIFECODE,TSEGNAME,households,urbanization,lifemode,segment
240299504002,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240299504003,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240299505001,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240299505002,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240299505003,MD,Rural,6,Cozy Country Living,6,Rural Resort Dwellers,25,Rural,Cozy Country Living,Rural Resort Dwellers
240317001011,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317001012,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317001013,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317001031,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240317001032,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317001033,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317001041,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317001042,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317001043,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317001051,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317001052,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317001053,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240317002041,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317002042,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317002051,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317002052,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317002053,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317002061,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317002062,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317002063,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317002071,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317002072,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317002081,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317002082,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317003041,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003042,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317003043,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317003044,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003061,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317003062,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003063,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003081,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003082,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003083,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003084,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003091,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003092,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003101,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003102,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317003103,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240317003104,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317003111,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317003112,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317003113,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317003121,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240317003122,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317003123,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317004001,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240317004002,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240317005001,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317005002,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317005003,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317006041,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006042,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006043,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006044,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317006061,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006062,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006063,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317006071,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006072,MD,Urban Periphery,2,Upscale Avenues,2,Pacific Heights,8,Urban Periphery,Upscale Avenues,Pacific Heights
240317006073,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006074,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006081,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006082,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006083,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006101,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317006111,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317006112,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317006131,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240317006132,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006133,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006134,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317006141,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317006142,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317006143,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317006151,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006152,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240317006161,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240317006162,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317006163,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317007041,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317007042,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317007043,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240317007061,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007062,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240317007101,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007102,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317007103,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317007104,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240317007105,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317007111,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317007112,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007113,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240317007131,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007132,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007133,MD,Principal Urban Center,1,Next Wave,13,NeWest Residents,62,Principal Urban Center,Next Wave,NeWest Residents
240317007151,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240317007152,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240317007153,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007154,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240317007161,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007162,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007163,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240317007171,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007172,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007173,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240317007174,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240317007181,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007182,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240317007191,MD,Urban Periphery,2,Ethnic Enclaves,7,Urban Villages,28,Urban Periphery,Ethnic Enclaves,Urban Villages
240317007192,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240317007193,MD,Urban Periphery,2,Ethnic Enclaves,7,American Dreamers,29,Urban Periphery,Ethnic Enclaves,American Dreamers
240317007201,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007202,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007211,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240317007212,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240317007221,MD,Urban Periphery,2,Next Wave,13,International Marketplace,60,Urban Periphery,Next Wave,International Marketplace
240317007222,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240317007223,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317007231,MD,Metro Cities,3,Senior Styles,9,Social Security Set,45,Metro Cities,Senior Styles,Social Security Set
240317007232,MD,Suburban Periphery,4,Senior Styles,9,The Elders,42,Suburban Periphery,Senior Styles,The Elders
240317007233,MD,Principal Urban Center,1,Uptown Individuals,3,Metro Renters,11,Principal Urban Center,Uptown Individuals,Metro Renters
240317007241,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240317008101,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240317008102,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317008103,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317008111,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317008112,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240317008113,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240317008121,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
